"","Country.Name","Country.Code","Region","IncomeGroup","year","numberRefs","popn","gdp"
"3495","Bosnia and Herzegovina","BIH","Europe & Central Asia","Upper middle income","2004",22215,3825872,5723.56661704821
"3496","Belarus","BLR","Europe & Central Asia","Upper middle income","2004",725,9730000,8497.62126687471
"3497","Belize","BLZ","Latin America & Caribbean","Upper middle income","2004",732,276085,6793.40955733315
"3498","Bermuda","BMU","North America","High income: nonOECD","2004",NA,63740,47835.4392260251
"3499","Bolivia","BOL","Latin America & Caribbean","Lower middle income","2004",524,8967740,3946.70901643391
"3500","Brazil","BRA","Latin America & Caribbean","Upper middle income","2004",3345,186116363,10324.8192690467
"3501","Barbados","BRB","Latin America & Caribbean","High income: nonOECD","2004",NA,273091,12540.4731724113
"3502","Brunei Darussalam","BRN","East Asia & Pacific","High income: nonOECD","2004",NA,355700,66146.0732050526
"3503","Bhutan","BTN","South Asia","Lower middle income","2004",NA,634235,3770.09468533672
"3504","Botswana","BWA","Sub-Saharan Africa","Upper middle income","2004",2839,1835750,9661.29044524083
"3505","Central African Republic","CAF","Sub-Saharan Africa","Low income","2004",25020,3987896,724.616903844409
"3506","Canada","CAN","North America","High income: OECD","2004",141398,31995000,33594.0479835876
"3507","Central Europe and the Baltics","CEB","","","2004",22538,106530417,13375.7325622133
"3508","Switzerland","CHE","Europe & Central Asia","High income: OECD","2004",47678,7389625,37760.8921479159
"3509","Channel Islands","CHI","Europe & Central Asia","High income: nonOECD","2004",NA,153170,NA
"3510","Chile","CHL","Latin America & Caribbean","High income: OECD","2004",569,15913119,11991.2725338787
"3511","China","CHN","East Asia & Pacific","Upper middle income","2004",299375,1296075000,4422.6503206409
"3512","Cote d'Ivoire","CIV","Sub-Saharan Africa","Lower middle income","2004",72088,17802516,2343.02927004718
"3513","Cameroon","CMR","Sub-Saharan Africa","Lower middle income","2004",58861,17667576,2192.34974608017
"3514","Congo, Rep.","COG","Sub-Saharan Africa","Lower middle income","2004",68536,3412592,4137.02194779133
"3515","Colombia","COL","Latin America & Caribbean","Upper middle income","2004",141,42724157,7732.32056211839
"3516","Comoros","COM","Sub-Saharan Africa","Low income","2004",NA,603869,1207.05504694416
"3517","Cabo Verde","CPV","Sub-Saharan Africa","Lower middle income","2004",NA,468985,3791.21923244464
"3518","Costa Rica","CRI","Latin America & Caribbean","Upper middle income","2004",10413,4187039,8934.26885619533
"3519","Caribbean small states","CSS","","","2004",732,6603018,11169.9116971002
"3520","Cuba","CUB","Latin America & Caribbean","Upper middle income","2004",795,11240680,11066.0451525836
"3521","Curacao","CUW","Latin America & Caribbean","High income: nonOECD","2004",NA,134192,NA
"3522","Cayman Islands","CYM","Latin America & Caribbean","High income: nonOECD","2004",NA,47299,NA
"3523","Cyprus","CYP","Europe & Central Asia","High income: nonOECD","2004",531,1015827,25595.9528198665
"3524","Czech Republic","CZE","Europe & Central Asia","High income: OECD","2004",1144,10197101,20984.6558468146
"3525","Germany","DEU","Europe & Central Asia","High income: OECD","2004",876622,82516260,30694.9023377929
"3526","Djibouti","DJI","Middle East & North Africa","Lower middle income","2004",18035,767644,1928.3882154296
"3527","Dominica","DMA","Latin America & Caribbean","Upper middle income","2004",NA,70325,7660.47588294078
"3528","Denmark","DNK","Europe & Central Asia","High income: OECD","2004",65310,5404523,33143.7631674657
"3529","Dominican Republic","DOM","Latin America & Caribbean","Upper middle income","2004",NA,9102997,7108.11202347696
"3530","Algeria","DZA","Middle East & North Africa","Upper middle income","2004",169048,32817225,10228.8546511129
"3531","East Asia & Pacific (developing only)","EAP","","","2004",456067,1879602648,4638.8524940552
"3532","East Asia & Pacific (all income levels)","EAS","","","2004",528773,2114733687,7275.32297131386
"3533","Europe & Central Asia (developing only)","ECA","","","2004",361394,248587423,7348.87347172067
"3534","Europe & Central Asia (all income levels)","ECS","","","2004",2127964,870039128,19127.669613186
"3535","Ecuador","ECU","Latin America & Caribbean","Upper middle income","2004",8450,13509645,7169.97336621095
"3536","Egypt, Arab Rep.","EGY","Middle East & North Africa","Lower middle income","2004",90343,73596068,6890.97002550161
"3537","Euro area","EMU","","","2004",1221580,327687926,28742.7971146591
"3538","Eritrea","ERI","Sub-Saharan Africa","Low income","2004",4240,4064958,1337.52079595263
"3539","Spain","ESP","Europe & Central Asia","High income: OECD","2004",5686,42921895,26437.8540928976
"3540","Estonia","EST","Europe & Central Asia","High income: OECD","2004",11,1362550,14664.4024724071
"3541","Ethiopia","ETH","Sub-Saharan Africa","Low income","2004",115980,74506974,581.837068640305
"3542","European Union","EUU","","","2004",1680475,494232263,26498.6665072904
"3543","Fragile and conflict affected situations","FCS","","","2004",3496266,370912986,2599.02911769258
"3544","Finland","FIN","Europe & Central Asia","High income: OECD","2004",11325,5228172,31084.2892191989
"3545","Fiji","FJI","East Asia & Pacific","Upper middle income","2004",NA,818355,6768.27987226867
"3546","France","FRA","Europe & Central Asia","High income: OECD","2004",139852,62704897,29028.1822465162
"3547","Faroe Islands","FRO","Europe & Central Asia","High income: nonOECD","2004",NA,48103,NA
"3548","Micronesia, Fed. Sts.","FSM","East Asia & Pacific","Lower middle income","2004",NA,106575,2777.80899336658
"3549","Gabon","GAB","Sub-Saharan Africa","Upper middle income","2004",13787,1347524,14462.7232576339
"3550","United Kingdom","GBR","Europe & Central Asia","High income: OECD","2004",298844,59987905,33082.4024076386
"3551","Georgia","GEO","Europe & Central Asia","Lower middle income","2004",2559,4245000,3813.95494084003
"3552","Ghana","GHA","Sub-Saharan Africa","Lower middle income","2004",42053,20840493,2138.09845261832
"3553","Guinea","GIN","Sub-Saharan Africa","Low income","2004",139252,9464771,1025.48486284338
"3554","Gambia, The","GMB","Sub-Saharan Africa","Low income","2004",7343,1394727,1392.26687054785
"3555","Guinea-Bissau","GNB","Sub-Saharan Africa","Low income","2004",7536,1431816,1066.6187705808
"3556","Equatorial Guinea","GNQ","Sub-Saharan Africa","High income: nonOECD","2004",NA,606201,27049.3103355994
"3557","Greece","GRC","Europe & Central Asia","High income: OECD","2004",2489,10955141,25425.6007267355
"3558","Grenada","GRD","Latin America & Caribbean","Upper middle income","2004",NA,102657,9083.55537005686
"3559","Greenland","GRL","Europe & Central Asia","High income: nonOECD","2004",NA,56911,NA
"3560","Guatemala","GTM","Latin America & Caribbean","Lower middle income","2004",656,12877711,5326.04059996723
"3561","Guam","GUM","East Asia & Pacific","High income: nonOECD","2004",NA,158194,NA
"3562","Guyana","GUY","Latin America & Caribbean","Lower middle income","2004",NA,742162,4174.69410847475
"3563","High income","HIC","","","2004",2649715,1314131591,28714.1969400946
"3564","Hong Kong SAR, China","HKG","East Asia & Pacific","High income: nonOECD","2004",1868,6783500,33016.9280228517
"3565","Honduras","HND","Latin America & Caribbean","Lower middle income","2004",23,6753352,3283.47715656556
"3566","Heavily indebted poor countries (HIPC)","HPC","","","2004",2402802,531070213,1305.55332914082
"3567","Croatia","HRV","Europe & Central Asia","High income: nonOECD","2004",3663,4439000,14643.2305812799
"3568","Haiti","HTI","Latin America & Caribbean","Low income","2004",NA,9119182,1344.57173466521
"3569","Hungary","HUN","Europe & Central Asia","High income: OECD","2004",7708,10107146,16461.9487594172
"3570","Indonesia","IDN","East Asia & Pacific","Lower middle income","2004",169,223268606,5655.99391365921
"3571","Isle of Man","IMN","Europe & Central Asia","High income: nonOECD","2004",NA,79636,NA
"3572","India","IND","South Asia","Lower middle income","2004",162687,1126419321,2576.53762050554
"3573","Not classified","INX",NA,NA,"2004",NA,NA,NA
"3574","Ireland","IRL","Europe & Central Asia","High income: OECD","2004",6542,4070262,38144.6756035068
"3575","Iran, Islamic Rep.","IRN","Middle East & North Africa","Upper middle income","2004",1045976,69321953,12236.6254448483
"3576","Iraq","IRQ","Middle East & North Africa","Upper middle income","2004",46053,26320530,9237.93331503263
"3577","Iceland","ISL","Europe & Central Asia","High income: OECD","2004",239,292074,34949.102373529
"3578","Israel","ISR","Middle East & North Africa","High income: OECD","2004",574,6809000,25248.8627092652
"3579","Italy","ITA","Europe & Central Asia","High income: OECD","2004",15674,57685327,28783.9447317662
"3580","Jamaica","JAM","Latin America & Caribbean","Upper middle income","2004",NA,2634145,7489.17944439326
"3581","Jordan","JOR","Middle East & North Africa","Upper middle income","2004",1777769,5290000,7580.5923079703
"3582","Japan","JPN","East Asia & Pacific","High income: OECD","2004",1967,127761000,29377.3436609935
"3583","Kazakhstan","KAZ","Europe & Central Asia","Upper middle income","2004",15844,15012985,12391.9656721563
"3584","Kenya","KEN","Sub-Saharan Africa","Lower middle income","2004",239835,34437460,1896.19501778377
"3585","Kyrgyz Republic","KGZ","Europe & Central Asia","Lower middle income","2004",3753,5104700,2071.41749075534
"3586","Cambodia","KHM","East Asia & Pacific","Low income","2004",382,13112334,1518.08621567741
"3587","Kiribati","KIR","East Asia & Pacific","Lower middle income","2004",NA,90545,1547.12953140048
"3588","St. Kitts and Nevis","KNA","Latin America & Caribbean","High income: nonOECD","2004",NA,48424,16876.2793033286
"3589","Korea, Rep.","KOR","East Asia & Pacific","High income: OECD","2004",44,48039415,22967.8128619367
"3590","Kosovo","KSV","Europe & Central Asia","Lower middle income","2004",NA,1704622,5467.80696628394
"3591","Kuwait","KWT","Middle East & North Africa","High income: nonOECD","2004",1519,2166344,76978.4070873125
"3592","Latin America & Caribbean (developing only)","LAC","","","2004",32364,464915732,9120.68544488959
"3593","Lao PDR","LAO","East Asia & Pacific","Lower middle income","2004",NA,5658894,2415.09505075363
"3594","Lebanon","LBN","Middle East & North Africa","Upper middle income","2004",400905,3863271,10625.4570548494
"3595","Liberia","LBR","Sub-Saharan Africa","Low income","2004",15172,3184643,501.664452964669
"3596","Libya","LBY","Middle East & North Africa","Upper middle income","2004",12166,5703224,20397.9647078203
"3597","St. Lucia","LCA","Latin America & Caribbean","Upper middle income","2004",NA,163462,9112.15979992795
"3598","Latin America & Caribbean (all income levels)","LCN","","","2004",36190,555515431,9802.53381072341
"3599","Least developed countries: UN classification","LDC","","","2004",2404576,734626511,1336.50169426419
"3600","Low income","LIC","","","2004",1955847,475092681,966.177627231691
"3601","Liechtenstein","LIE","Europe & Central Asia","High income: nonOECD","2004",149,34569,NA
"3602","Sri Lanka","LKA","South Asia","Lower middle income","2004",63,19435000,5282.65165112714
"3603","Lower middle income","LMC","","","2004",4852951,2464376607,3207.18342837371
"3604","Low & middle income","LMY","","","2004",10880952,5119969033,4451.18223630289
"3605","Lesotho","LSO","Sub-Saharan Africa","Lower middle income","2004",NA,1912042,1530.81632185234
"3606","Lithuania","LTU","Europe & Central Asia","High income: nonOECD","2004",470,3377075,13251.4535088409
"3607","Luxembourg","LUX","Europe & Central Asia","High income: OECD","2004",1590,458095,65447.5476670766
"3608","Latvia","LVA","Europe & Central Asia","High income: nonOECD","2004",11,2263122,12511.3386488016
"3609","Macao SAR, China","MAC","East Asia & Pacific","High income: nonOECD","2004",NA,458579,52141.7536648913
"3610","St. Martin (French part)","MAF","Latin America & Caribbean","High income: nonOECD","2004",NA,27514,NA
"3611","Morocco","MAR","Middle East & North Africa","Lower middle income","2004",2121,30093109,4588.12077725479
"3612","Monaco","MCO","Europe & Central Asia","High income: nonOECD","2004",NA,33339,NA
"3613","Moldova","MDA","Europe & Central Asia","Lower middle income","2004",57,3603945,2656.67399051246
"3614","Madagascar","MDG","Sub-Saharan Africa","Low income","2004",NA,17763367,1182.87572309743
"3615","Maldives","MDV","South Asia","Upper middle income","2004",NA,312000,7754.51465379248
"3616","Middle East & North Africa (all income levels)","MEA","","","2004",5945544,339941989,12291.7971040161
"3617","Mexico","MEX","Latin America & Caribbean","Upper middle income","2004",4343,108257822,11198.5470123577
"3618","Marshall Islands","MHL","East Asia & Pacific","Upper middle income","2004",NA,52074,2811.5908724695
"3619","Middle income","MIC","","","2004",8925105,4644876352,4809.15536025527
"3620","Macedonia, FYR","MKD","Europe & Central Asia","Upper middle income","2004",1004,2038444,7216.05097473656
"3621","Mali","MLI","Sub-Saharan Africa","Low income","2004",11256,12474857,1190.17109488421
"3622","Malta","MLT","Middle East & North Africa","High income: nonOECD","2004",1558,401268,19942.9381659116
"3623","Myanmar","MMR","East Asia & Pacific","Lower middle income","2004",NA,49582751,NA
"3624","Middle East & North Africa (developing only)","MNA","","","2004",5701183,298545580,8532.00232207387
"3625","Montenegro","MNE","Europe & Central Asia","Upper middle income","2004",NA,613353,7827.57055623324
"3626","Mongolia","MNG","East Asia & Pacific","Upper middle income","2004",NA,2496621,4921.78286302969
"3627","Northern Mariana Islands","MNP","East Asia & Pacific","High income: nonOECD","2004",NA,66143,NA
"3628","Mozambique","MOZ","Sub-Saharan Africa","Low income","2004",623,20523159,600.549264307804
"3629","Mauritania","MRT","Sub-Saharan Africa","Lower middle income","2004",473,3064882,2401.43815613972
"3630","Mauritius","MUS","Sub-Saharan Africa","Upper middle income","2004",NA,1221003,10925.2994883206
"3631","Malawi","MWI","Sub-Saharan Africa","Low income","2004",3682,12407618,532.137367394391
"3632","Malaysia","MYS","East Asia & Pacific","Upper middle income","2004",24905,25332026,15410.5269047615
"3633","North America","NAC","","","2004",562252,324864038,41102.7908116169
"3634","Namibia","NAM","Sub-Saharan Africa","Upper middle income","2004",14773,2002745,6197.91768128829
"3635","New Caledonia","NCL","East Asia & Pacific","High income: nonOECD","2004",NA,228297,NA
"3636","Niger","NER","Sub-Saharan Africa","Low income","2004",344,12996012,659.982067526633
"3637","Nigeria","NGA","Sub-Saharan Africa","Lower middle income","2004",8395,136033321,3534.04713866369
"3638","Nicaragua","NIC","Latin America & Caribbean","Lower middle income","2004",292,5309703,3178.47940657928
"3639","Netherlands","NLD","Europe & Central Asia","High income: OECD","2004",126805,16281779,35401.9294706651
"3640","High income: nonOECD","NOC","","","2004",255589,300817188,17734.1162307818
"3641","Norway","NOR","Europe & Central Asia","High income: OECD","2004",44046,4591910,43182.2101600223
"3642","Nepal","NPL","South Asia","Low income","2004",124928,25198130,1428.75763810807
"3643","New Zealand","NZL","East Asia & Pacific","High income: OECD","2004",5350,4087500,25124.1578780545
"3644","High income: OECD","OEC","","","2004",2394126,1013314403,32032.4614151925
"3645","OECD members","OED","","","2004",2401502,1188545786,28909.0265347726
"3646","Oman","OMN","Middle East & North Africa","High income: nonOECD","2004",7,2448194,35787.6938612856
"3647","Other small states","OSS","","","2004",65020,17441535,6234.445831142
"3648","Pakistan","PAK","South Asia","Lower middle income","2004",1290984,150267989,3293.5063422941
"3649","Panama","PAN","Latin America & Caribbean","Upper middle income","2004",1608,3260611,9267.68773082719
"3650","Peru","PER","Latin America & Caribbean","Upper middle income","2004",766,27273188,6186.46739919028
"3651","Philippines","PHL","East Asia & Pacific","Lower middle income","2004",107,84596249,4012.57602372073
"3652","Palau","PLW","East Asia & Pacific","Upper middle income","2004",NA,19805,12389.6348903914
"3653","Papua New Guinea","PNG","East Asia & Pacific","Lower middle income","2004",7627,5940048,1516.94288569055
"3654","Poland","POL","Europe & Central Asia","High income: OECD","2004",2507,38182222,13049.5187537657
"3655","Puerto Rico","PRI","Latin America & Caribbean","High income: nonOECD","2004",NA,3826878,32122.1903309682
"3656","Korea, Dem. People’s Rep.","PRK","East Asia & Pacific","Low income","2004",NA,23639296,NA
"3657","Portugal","PRT","Europe & Central Asia","High income: OECD","2004",377,10483861,20297.6039854196
"3658","Paraguay","PRY","Latin America & Caribbean","Upper middle income","2004",41,5703742,5251.98825751784
"3659","Pacific island small states","PSS","","","2004",NA,2038005,4258.83753539626
"3660","French Polynesia","PYF","East Asia & Pacific","High income: nonOECD","2004",NA,251811,NA
"3661","Qatar","QAT","Middle East & North Africa","High income: nonOECD","2004",46,732096,105356.451053311
"3662","Romania","ROU","Europe & Central Asia","Upper middle income","2004",1627,21451748,8911.79248294665
"3663","Russian Federation","RUS","Europe & Central Asia","High income: nonOECD","2004",1852,144067054,10231.426449768
"3664","Rwanda","RWA","Sub-Saharan Africa","Low income","2004",50221,8828956,838.703464843405
"3665","South Asia","SAS","","","2004",1599141,1486610311,2547.33312767736
"3666","Saudi Arabia","SAU","Middle East & North Africa","High income: nonOECD","2004",240552,24055573,32105.3733588896
"3667","Sudan","SDN","Sub-Saharan Africa","Lower middle income","2004",141588,31176209,2180.53038829998
"3668","Senegal","SEN","Sub-Saharan Africa","Lower middle income","2004",20804,10967016,1774.12939775503
"3669","Singapore","SGP","East Asia & Pacific","High income: nonOECD","2004",1,4166664,50876.1890416462
"3670","Solomon Islands","SLB","East Asia & Pacific","Lower middle income","2004",NA,457841,1343.43095656175
"3671","Sierra Leone","SLE","Sub-Saharan Africa","Low income","2004",65437,4870467,1009.60224116045
"3672","El Salvador","SLV","Latin America & Caribbean","Lower middle income","2004",235,5925089,5896.01606554393
"3673","San Marino","SMR","Europe & Central Asia","High income: nonOECD","2004",NA,28891,NA
"3674","Somalia","SOM","Sub-Saharan Africa","Low income","2004",357,8251054,NA
"3675","Serbia","SRB","Europe & Central Asia","Upper middle income","2004",NA,7463157,8109.29374019152
"3676","Sub-Saharan Africa (developing only)","SSA","","","2004",2730803,741707339,2310.24801198922
"3677","South Sudan","SSD","Sub-Saharan Africa","Low income","2004",NA,7784488,NA
"3678","Sub-Saharan Africa (all income levels)","SSF","","","2004",2730803,742396040,2332.06503930361
"3679","Small states","SST","","","2004",65752,26082558,7329.53283781275
"3680","Sao Tome and Principe","STP","Sub-Saharan Africa","Lower middle income","2004",NA,149732,1921.4687064384
"3681","Suriname","SUR","Latin America & Caribbean","Upper middle income","2004",NA,489312,10293.4075128578
"3682","Slovak Republic","SVK","Europe & Central Asia","High income: OECD","2004",409,5372280,14988.6133587895
"3683","Slovenia","SVN","Europe & Central Asia","High income: OECD","2004",304,1997012,22689.4380571678
"3684","Sweden","SWE","Europe & Central Asia","High income: OECD","2004",73408,8993531,34259.8093341636
"3685","Swaziland","SWZ","Sub-Saharan Africa","Lower middle income","2004",704,1094775,6222.30388641466
"3686","Sint Maarten (Dutch part)","SXM","Latin America & Caribbean","High income: nonOECD","2004",NA,35316,NA
"3687","Seychelles","SYC","Sub-Saharan Africa","High income: nonOECD","2004",NA,82500,14157.2570988743
"3688","Syrian Arab Republic","SYR","Middle East & North Africa","Lower middle income","2004",437341,17671913,NA
"3689","Turks and Caicos Islands","TCA","Latin America & Caribbean","High income: nonOECD","2004",NA,25025,NA
"3690","Chad","TCD","Sub-Saharan Africa","Low income","2004",259880,9710498,1366.93195873672
"3691","Togo","TGO","Sub-Saharan Africa","Low income","2004",11285,5428552,1053.61131833745
"3692","Thailand","THA","East Asia & Pacific","Upper middle income","2004",121139,65404522,9545.99783092758
"3693","Tajikistan","TJK","Europe & Central Asia","Lower middle income","2004",1834,6666628,1418.73140971081
"3694","Turkmenistan","TKM","Europe & Central Asia","Upper middle income","2004",13253,4696876,5017.86680685613
"3695","Timor-Leste","TLS","East Asia & Pacific","Lower middle income","2004",3,962634,1143.91385590149
"3696","Tonga","TON","East Asia & Pacific","Upper middle income","2004",NA,100226,4282.19860450538
"3697","Trinidad and Tobago","TTO","Latin America & Caribbean","High income: nonOECD","2004",NA,1290535,21348.1230068068
"3698","Tunisia","TUN","Middle East & North Africa","Upper middle income","2004",90,9932400,7474.35953861672
"3699","Turkey","TUR","Europe & Central Asia","Upper middle income","2004",3033,66973561,10278.9344079726
"3700","Tuvalu","TUV","East Asia & Pacific","Upper middle income","2004",NA,9646,2698.80917799203
"3701","Tanzania","TZA","Sub-Saharan Africa","Low income","2004",602088,37935334,1507.79773070642
"3702","Uganda","UGA","Sub-Saharan Africa","Low income","2004",250482,27114742,1046.22631628118
"3703","Ukraine","UKR","Europe & Central Asia","Lower middle income","2004",2459,47451600,6057.4356655933
"3704","Upper middle income","UMC","","","2004",4072154,2180499745,6635.31290152637
"3705","Uruguay","URY","Latin America & Caribbean","High income: nonOECD","2004",97,3324096,10421.0357289483
"3706","United States","USA","North America","High income: OECD","2004",420854,292805298,41921.8097617892
"3707","Uzbekistan","UZB","Europe & Central Asia","Lower middle income","2004",44455,25864350,2471.06529260178
"3708","St. Vincent and the Grenadines","VCT","Latin America & Caribbean","Upper middle income","2004",NA,108563,7857.65745640002
"3709","Venezuela, RB","VEN","Latin America & Caribbean","High income: nonOECD","2004",244,26314483,11897.382830723
"3710","Virgin Islands (U.S.)","VIR","Latin America & Caribbean","High income: nonOECD","2004",NA,107950,NA
"3711","Vietnam","VNM","East Asia & Pacific","Lower middle income","2004",2360,81436400,2828.04751625092
"3712","Vanuatu","VUT","East Asia & Pacific","Lower middle income","2004",NA,204144,2192.44739339713
"3713","West Bank and Gaza","PSE","Middle East & North Africa","Lower middle income","2004",1634952,3236626,3591.0637147389
"3714","World","WLD","","","2004",13530667,6434100624,9391.54609560139
"3715","Samoa","WSM","East Asia & Pacific","Lower middle income","2004",NA,178794,4445.82074086403
"3716","Yemen, Rep.","YEM","Middle East & North Africa","Lower middle income","2004",66384,19931617,3545.74439398939
"3717","South Africa","ZAF","Sub-Saharan Africa","Upper middle income","2004",27683,46727694,9243.44101064062
"3718","Congo, Dem. Rep.","COD","Sub-Saharan Africa","Low income","2004",199323,54314855,449.395902627944
"3719","Zambia","ZMB","Sub-Saharan Africa","Lower middle income","2004",173907,11725635,2061.33296577241
"3720","Zimbabwe","ZWE","Sub-Saharan Africa","Low income","2004",6884,12867828,1526.64771837752
"3721","Aruba","ABW","Latin America & Caribbean","High income: nonOECD","2005",NA,100031,NA
"3722","Andorra","AND","Europe & Central Asia","High income: nonOECD","2005",NA,81223,NA
"3723","Afghanistan","AFG","South Asia","Low income","2005",32,24399948,1039.40824176659
"3724","Angola","AGO","Sub-Saharan Africa","Upper middle income","2005",13984,17912942,NA
"3725","Albania","ALB","Europe & Central Asia","Upper middle income","2005",56,3011487,6199.91940311508
"3726","Arab World","ARB","","","2005",5106930,313508929,11340.4982007129
"3727","United Arab Emirates","ARE","Middle East & North Africa","High income: nonOECD","2005",104,4481976,84338.3594071577
"3728","Argentina","ARG","Latin America & Caribbean","High income: nonOECD","2005",3074,39145491,NA
"3729","Armenia","ARM","Europe & Central Asia","Lower middle income","2005",219550,3014917,4716.24327265172
"3730","American Samoa","ASM","East Asia & Pacific","Upper middle income","2005",NA,59117,NA
"3731","Antigua and Barbuda","ATG","Latin America & Caribbean","High income: nonOECD","2005",NA,82565,19067.0682963067
"3732","Australia","AUS","East Asia & Pacific","High income: OECD","2005",64964,20394800,32559.4592872484
"3733","Austria","AUT","Europe & Central Asia","High income: OECD","2005",21230,8227829,34691.2089614866
"3734","Azerbaijan","AZE","Europe & Central Asia","Upper middle income","2005",3004,8391850,7169.15043103855
"3735","Burundi","BDI","Sub-Saharan Africa","Low income","2005",20681,7934213,603.265540637776
"3736","Belgium","BEL","Europe & Central Asia","High income: OECD","2005",15282,10478617,33042.8992844792
"3737","Benin","BEN","Sub-Saharan Africa","Low income","2005",30294,8182362,1507.89116059976
"3738","Burkina Faso","BFA","Sub-Saharan Africa","Low income","2005",511,13421929,1096.68886795956
"3739","Bangladesh","BGD","South Asia","Lower middle income","2005",21098,142929979,1724.42770760079
"3740","Bulgaria","BGR","Europe & Central Asia","Upper middle income","2005",4413,7739900,10123.9887773968
"3741","Bahrain","BHR","Middle East & North Africa","High income: nonOECD","2005",NA,867014,39770.7608248512
"3742","Bahamas, The","BHS","Latin America & Caribbean","High income: nonOECD","2005",NA,329243,22602.8862149903
"3743","Bosnia and Herzegovina","BIH","Europe & Central Asia","Upper middle income","2005",10568,3833377,6412.56374500217
"3744","Belarus","BLR","Europe & Central Asia","Upper middle income","2005",725,9663000,9662.05424409096
"3745","Belize","BLZ","Latin America & Caribbean","Upper middle income","2005",624,283279,7010.1031910133
"3746","Bermuda","BMU","North America","High income: nonOECD","2005",NA,64154,49877.2841082861
"3747","Bolivia","BOL","Latin America & Caribbean","Lower middle income","2005",535,9125405,4180.32006779208
"3748","Brazil","BRA","Latin America & Caribbean","Upper middle income","2005",3458,188479240,10860.3980169556
"3749","Barbados","BRB","Latin America & Caribbean","High income: nonOECD","2005",NA,274013,13421.014347625
"3750","Brunei Darussalam","BRN","East Asia & Pacific","High income: nonOECD","2005",NA,361889,67366.8338129998
"3751","Bhutan","BTN","South Asia","Lower middle income","2005",NA,651163,4060.20167468669
"3752","Botswana","BWA","Sub-Saharan Africa","Upper middle income","2005",3109,1864003,10268.5146696177
"3753","Central African Republic","CAF","Sub-Saharan Africa","Low income","2005",24569,4055608,742.123528099749
"3754","Canada","CAN","North America","High income: OECD","2005",147171,32312000,35973.4915112799
"3755","Central Europe and the Baltics","CEB","","","2005",25016,106254694,14305.9450487078
"3756","Switzerland","CHE","Europe & Central Asia","High income: OECD","2005",48030,7437115,39152.8734196707
"3757","Channel Islands","CHI","Europe & Central Asia","High income: nonOECD","2005",NA,154298,NA
"3758","Chile","CHL","Latin America & Caribbean","High income: OECD","2005",806,16096571,12964.8049395778
"3759","China","CHN","East Asia & Pacific","Upper middle income","2005",301041,1303720000,5053.37904019531
"3760","Cote d'Ivoire","CIV","Sub-Saharan Africa","Lower middle income","2005",41627,18132702,2415.25043660357
"3761","Cameroon","CMR","Sub-Saharan Africa","Lower middle income","2005",52042,18126999,2256.1973583548
"3762","Congo, Rep.","COG","Sub-Saharan Africa","Lower middle income","2005",66075,3503086,4482.45359136926
"3763","Colombia","COL","Latin America & Caribbean","Upper middle income","2005",155,43285636,8248.35496067314
"3764","Comoros","COM","Sub-Saharan Africa","Low income","2005",1,618632,1250.66924143197
"3765","Cabo Verde","CPV","Sub-Saharan Africa","Lower middle income","2005",NA,474224,4137.48615863855
"3766","Costa Rica","CRI","Latin America & Caribbean","Upper middle income","2005",11253,4247843,9624.79691032607
"3767","Caribbean small states","CSS","","","2005",624,6640916,11894.9839007409
"3768","Cuba","CUB","Latin America & Caribbean","Upper middle income","2005",706,11261052,12678.6044781653
"3769","Curacao","CUW","Latin America & Caribbean","High income: nonOECD","2005",NA,137658,NA
"3770","Cayman Islands","CYM","Latin America & Caribbean","High income: nonOECD","2005",NA,48623,NA
"3771","Cyprus","CYP","Europe & Central Asia","High income: nonOECD","2005",701,1032586,27330.9602462633
"3772","Czech Republic","CZE","Europe & Central Asia","High income: OECD","2005",1802,10211216,22286.457189578
"3773","Germany","DEU","Europe & Central Asia","High income: OECD","2005",700016,82469422,32184.0552318691
"3774","Djibouti","DJI","Middle East & North Africa","Lower middle income","2005",10456,778406,2025.13427013832
"3775","Dominica","DMA","Latin America & Caribbean","Upper middle income","2005",NA,70542,7875.68320543131
"3776","Denmark","DNK","Europe & Central Asia","High income: OECD","2005",44374,5419432,34079.9597620429
"3777","Dominican Republic","DOM","Latin America & Caribbean","Upper middle income","2005",NA,9237565,7899.63819193763
"3778","Algeria","DZA","Middle East & North Africa","Upper middle income","2005",94101,33267887,11029.4415169935
"3779","East Asia & Pacific (developing only)","EAP","","","2005",464458,1894744514,5194.0989779768
"3780","East Asia & Pacific (all income levels)","EAS","","","2005",538676,2130532480,7906.45807407003
"3781","Europe & Central Asia (developing only)","ECA","","","2005",315766,249558997,8160.34065871641
"3782","Europe & Central Asia (all income levels)","ECS","","","2005",1892093,872691148,20351.1141933139
"3783","Ecuador","ECU","Latin America & Caribbean","Upper middle income","2005",10063,13735232,7664.28983081384
"3784","Egypt, Arab Rep.","EGY","Middle East & North Africa","Lower middle income","2005",88946,74942115,7297.26576086565
"3785","Euro area","EMU","","","2005",1045387,329385346,30046.1322536445
"3786","Eritrea","ERI","Sub-Saharan Africa","Low income","2005",4418,4191273,1373.42126976381
"3787","Spain","ESP","Europe & Central Asia","High income: OECD","2005",5374,43653155,27868.9519489624
"3788","Estonia","EST","Europe & Central Asia","High income: OECD","2005",7,1354775,16560.5022328626
"3789","Ethiopia","ETH","Sub-Saharan Africa","Low income","2005",100817,76608431,653.116050603463
